Feature,VIF,random_state
CNA_Subtype_Chr13q34_amp,1.4145451531258786,34
CNA_Subtype_Chr20q13_amp,1.521672912209234,34
CNA_Subtype_Low_CIN,2.1867509404735213,34
pr3004_huwe1,1.0961110737477402,34
pr9001_cald1,1.0908784355332326,34
pr12191_tank,1.0609157996686895,34
pr19936_tpm4,1.1075019251711633,34
pr41492_ftx,1.1701819531609063,34
const,15.804927598171489,35
Size_cm,1.0267952178553554,35
Ki67,1.1438764382933129,35
Age_at_surgery,1.090265658853529,35
CNA_Subtype_Chr8p21_del,1.5770491694136124,35
CNA_Subtype_Chr9p23_amp,1.552749301383986,35
CNA_Subtype_Chr12p13_amp,1.578768286194572,35
CNA_Subtype_Chr13q34_amp,1.3429371551898144,35
CNA_Subtype_Chr20q13_amp,1.3837179937664648,35
CNA_Subtype_Low_CIN,1.9927770681169,35
pr3004_huwe1,1.1429552832499166,35
pr9001_cald1,1.1277305879312536,35
pr12191_tank,1.158199080247544,35
pr19936_tpm4,1.132170053470801,35
pr41492_ftx,1.189182817075442,35
const,16.47535563532143,36
Size_cm,1.0636652546259493,36
Ki67,1.156846198697072,36
Age_at_surgery,1.0799797087541274,36
CNA_Subtype_Chr8p21_del,1.575091812678853,36
CNA_Subtype_Chr9p23_amp,1.5337114020986249,36
CNA_Subtype_Chr12p13_amp,1.6731477047670071,36
CNA_Subtype_Chr13q34_amp,1.3959189247761634,36
CNA_Subtype_Chr20q13_amp,1.3658679389659831,36
CNA_Subtype_Low_CIN,2.109662652254965,36
pr3004_huwe1,1.105222441826308,36
pr9001_cald1,1.1174487767715626,36
pr12191_tank,1.0764905397032722,36
pr19936_tpm4,1.1110383386905005,36
pr41492_ftx,1.128631927479467,36
const,16.46948168262008,37
Size_cm,1.043811955533672,37
Ki67,1.1777927023751362,37
Age_at_surgery,1.0445709091501332,37
CNA_Subtype_Chr8p21_del,1.567654060813266,37
CNA_Subtype_Chr9p23_amp,1.5450986362405064,37
CNA_Subtype_Chr12p13_amp,1.692911825348957,37
CNA_Subtype_Chr13q34_amp,1.373255460210374,37
CNA_Subtype_Chr20q13_amp,1.400212047209803,37
CNA_Subtype_Low_CIN,2.1089357579208143,37
pr3004_huwe1,1.124273708330574,37
pr9001_cald1,1.1234950237435706,37
pr12191_tank,1.071615778399445,37
pr19936_tpm4,1.139814261914792,37
pr41492_ftx,1.1707839719617523,37
const,17.675920482550247,38
Size_cm,1.0535578340935958,38
Ki67,1.1508399475875626,38
Age_at_surgery,1.0479591148947704,38
CNA_Subtype_Chr8p21_del,1.6504806897066089,38
CNA_Subtype_Chr9p23_amp,1.6495263031619816,38
CNA_Subtype_Chr12p13_amp,1.7669865861223737,38
CNA_Subtype_Chr13q34_amp,1.396938901896798,38
CNA_Subtype_Chr20q13_amp,1.4544609987319166,38
CNA_Subtype_Low_CIN,2.246460264592354,38
pr3004_huwe1,1.0767818182438946,38
pr9001_cald1,1.1269405875758265,38
pr12191_tank,1.0961815544915952,38
pr19936_tpm4,1.0718331390385127,38
pr41492_ftx,1.132948102976651,38
const,15.095384279406716,39
Size_cm,1.0487826508839146,39
Ki67,1.1931572716289738,39
Age_at_surgery,1.060223591179135,39
CNA_Subtype_Chr8p21_del,1.4485745392800873,39
CNA_Subtype_Chr9p23_amp,1.5067682093357435,39
CNA_Subtype_Chr12p13_amp,1.5061315601659102,39
CNA_Subtype_Chr13q34_amp,1.3042923928942214,39
CNA_Subtype_Chr20q13_amp,1.2667438501106103,39
CNA_Subtype_Low_CIN,1.8828181533593045,39
pr3004_huwe1,1.1282125239001557,39
pr9001_cald1,1.1042397943889033,39
pr12191_tank,1.1124255468470927,39
pr19936_tpm4,1.0808187492845036,39
pr41492_ftx,1.1441323078675882,39
const,15.678484905118838,40
Size_cm,1.0626743586974017,40
Ki67,1.149877631877749,40
Age_at_surgery,1.065838838801118,40
CNA_Subtype_Chr8p21_del,1.70998720567945,40
CNA_Subtype_Chr9p23_amp,1.5470504092743342,40
CNA_Subtype_Chr12p13_amp,1.6420505609147205,40
CNA_Subtype_Chr13q34_amp,1.46962947146141,40
CNA_Subtype_Chr20q13_amp,1.4555758439080897,40
CNA_Subtype_Low_CIN,2.2358593162363607,40
pr3004_huwe1,1.098584675319718,40
pr9001_cald1,1.1401079972110546,40
pr12191_tank,1.0502502082909582,40
pr19936_tpm4,1.1156703068573912,40
pr41492_ftx,1.1095266224671576,40
const,17.70335502078152,41
Size_cm,1.0470669202993992,41
Ki67,1.1316874421786187,41
Age_at_surgery,1.076539199664022,41
CNA_Subtype_Chr8p21_del,1.6563631212509942,41
CNA_Subtype_Chr9p23_amp,1.5572415355933196,41
CNA_Subtype_Chr12p13_amp,1.7145242813497907,41
CNA_Subtype_Chr13q34_amp,1.424299414728284,41
CNA_Subtype_Chr20q13_amp,1.3860474761937802,41
CNA_Subtype_Low_CIN,2.229357453839941,41
pr3004_huwe1,1.08128064791362,41
pr9001_cald1,1.092137386952727,41
pr12191_tank,1.0685389258269251,41
pr19936_tpm4,1.0848275514589163,41
pr41492_ftx,1.1166305666080103,41
const,17.942445674948925,42
Size_cm,1.0793634342023517,42
Ki67,1.2328829160258743,42
Age_at_surgery,1.083519008458344,42
CNA_Subtype_Chr8p21_del,1.7031084491418136,42
CNA_Subtype_Chr9p23_amp,1.6905057576050546,42
CNA_Subtype_Chr12p13_amp,1.6836339585231217,42
CNA_Subtype_Chr13q34_amp,1.4291322484213431,42
CNA_Subtype_Chr20q13_amp,1.4182967325810365,42
CNA_Subtype_Low_CIN,2.2491959785492464,42
pr3004_huwe1,1.1422415676099045,42
pr9001_cald1,1.1006427501445508,42
pr12191_tank,1.0550417672018646,42
pr19936_tpm4,1.0879100953545922,42
pr41492_ftx,1.1495436081484531,42
const,15.63108154429898,43
Size_cm,1.0320984270199882,43
Ki67,1.1165342619332463,43
Age_at_surgery,1.043353211316165,43
CNA_Subtype_Chr8p21_del,1.5829408953897566,43
CNA_Subtype_Chr9p23_amp,1.5333824612686917,43
CNA_Subtype_Chr12p13_amp,1.5392453690315384,43
CNA_Subtype_Chr13q34_amp,1.3445321825571936,43
CNA_Subtype_Chr20q13_amp,1.4021659576069023,43
CNA_Subtype_Low_CIN,1.967850324678972,43
pr3004_huwe1,1.0653132779070422,43
pr9001_cald1,1.0938201350871453,43
pr12191_tank,1.1076224447195542,43
pr19936_tpm4,1.0640305584945928,43
pr41492_ftx,1.1268700345658031,43
const,16.205478359061146,44
Size_cm,1.079822011173039,44
Ki67,1.1164989870244808,44
Age_at_surgery,1.0603727050464355,44
CNA_Subtype_Chr8p21_del,1.6286485451629482,44
CNA_Subtype_Chr9p23_amp,1.6219438080176625,44
CNA_Subtype_Chr12p13_amp,1.6268099628601131,44
CNA_Subtype_Chr13q34_amp,1.387207109263391,44
CNA_Subtype_Chr20q13_amp,1.4450628060518178,44
CNA_Subtype_Low_CIN,2.125959596591349,44
pr3004_huwe1,1.1111338046929655,44
pr9001_cald1,1.119190945102558,44
pr12191_tank,1.0532751233973388,44
pr19936_tpm4,1.0662437406053695,44
pr41492_ftx,1.1234832907250187,44
const,17.39445650652688,45
Size_cm,1.0359904449166764,45
Ki67,1.1103802749914384,45
Age_at_surgery,1.046435920813297,45
CNA_Subtype_Chr8p21_del,1.6965290048829509,45
CNA_Subtype_Chr9p23_amp,1.7137160203693027,45
CNA_Subtype_Chr12p13_amp,1.80499461378565,45
CNA_Subtype_Chr13q34_amp,1.431872310639017,45
CNA_Subtype_Chr20q13_amp,1.5058052883211628,45
CNA_Subtype_Low_CIN,2.3059027436605155,45
pr3004_huwe1,1.1503872198698584,45
pr9001_cald1,1.102184481488019,45
pr12191_tank,1.0800136893364856,45
pr19936_tpm4,1.0567334532745685,45
pr41492_ftx,1.169495355404116,45
const,17.651512968801587,46
Size_cm,1.0298743378515138,46
Ki67,1.097468282498704,46
Age_at_surgery,1.0414938813867856,46
CNA_Subtype_Chr8p21_del,1.7875608065445774,46
CNA_Subtype_Chr9p23_amp,1.701857765580293,46
CNA_Subtype_Chr12p13_amp,1.708526050331817,46
CNA_Subtype_Chr13q34_amp,1.4351122460958157,46
CNA_Subtype_Chr20q13_amp,1.4948432946133043,46
CNA_Subtype_Low_CIN,2.30100752070672,46
pr3004_huwe1,1.0883634601604837,46
pr9001_cald1,1.085462870095783,46
pr12191_tank,1.066198626751473,46
pr19936_tpm4,1.082864768471162,46
pr41492_ftx,1.1350635716389614,46
const,17.05706416549158,47
Size_cm,1.0390286486302929,47
Ki67,1.2008146745362256,47
Age_at_surgery,1.0550833586900608,47
CNA_Subtype_Chr8p21_del,1.4425632320132138,47
CNA_Subtype_Chr9p23_amp,1.625874089065288,47
CNA_Subtype_Chr12p13_amp,1.5588520515929425,47
CNA_Subtype_Chr13q34_amp,1.3071111779691005,47
CNA_Subtype_Chr20q13_amp,1.4015912946029192,47
CNA_Subtype_Low_CIN,1.9925300442010645,47
pr3004_huwe1,1.1340284419462954,47
pr9001_cald1,1.1210814224639192,47
pr12191_tank,1.1027407181554791,47
pr19936_tpm4,1.113051981124647,47
pr41492_ftx,1.1639644988568651,47
const,17.7606497598706,48
Size_cm,1.059013185077205,48
Ki67,1.185701355007288,48
Age_at_surgery,1.066840377742078,48
CNA_Subtype_Chr8p21_del,1.7950398145175477,48
CNA_Subtype_Chr9p23_amp,1.5459883207201437,48
CNA_Subtype_Chr12p13_amp,1.6181673165525892,48
CNA_Subtype_Chr13q34_amp,1.4017984952622975,48
CNA_Subtype_Chr20q13_amp,1.44809229742647,48
CNA_Subtype_Low_CIN,2.2173595375901303,48
pr3004_huwe1,1.1115782180870644,48
pr9001_cald1,1.1019783677541746,48
pr12191_tank,1.0872504472956,48
pr19936_tpm4,1.070656454612489,48
pr41492_ftx,1.179750850768179,48
const,15.827231107255058,49
Size_cm,1.033872511345416,49
Ki67,1.1501816404759997,49
Age_at_surgery,1.064443282332154,49
CNA_Subtype_Chr8p21_del,1.609993628261191,49
CNA_Subtype_Chr9p23_amp,1.4375028710115785,49
CNA_Subtype_Chr12p13_amp,1.570800288217807,49
CNA_Subtype_Chr13q34_amp,1.318248604712138,49
CNA_Subtype_Chr20q13_amp,1.4705900122252182,49
CNA_Subtype_Low_CIN,2.034564321003184,49
pr3004_huwe1,1.111008650236499,49
pr9001_cald1,1.1137175063544156,49
pr12191_tank,1.086636681451081,49
pr19936_tpm4,1.0704648747840733,49
pr41492_ftx,1.2111455795079833,49
const,15.19049032519288,50
Size_cm,1.0494070052916682,50
Ki67,1.1870687681213157,50
Age_at_surgery,1.042798684982473,50
CNA_Subtype_Chr8p21_del,1.5162870713999832,50
CNA_Subtype_Chr9p23_amp,1.4659836018680348,50
CNA_Subtype_Chr12p13_amp,1.5768360917747866,50
CNA_Subtype_Chr13q34_amp,1.3928234466015752,50
CNA_Subtype_Chr20q13_amp,1.429784842294455,50
CNA_Subtype_Low_CIN,1.8910722043167696,50
pr3004_huwe1,1.146122685195653,50
pr9001_cald1,1.104441944912398,50
pr12191_tank,1.0817796339955663,50
pr19936_tpm4,1.1047596835006797,50
pr41492_ftx,1.1359409768508515,50
const,15.033665464852453,51
Size_cm,1.0514642566447687,51
Ki67,1.1433252454605096,51
Age_at_surgery,1.0267409098447462,51
CNA_Subtype_Chr8p21_del,1.6008908676747593,51
CNA_Subtype_Chr9p23_amp,1.527998419309024,51
CNA_Subtype_Chr12p13_amp,1.4472064903889772,51
CNA_Subtype_Chr13q34_amp,1.3705606766169862,51
CNA_Subtype_Chr20q13_amp,1.4801893360337115,51
CNA_Subtype_Low_CIN,2.034943033548113,51
pr3004_huwe1,1.111387425665451,51
pr9001_cald1,1.102760012405546,51
pr12191_tank,1.094421669148024,51
pr19936_tpm4,1.0823111317571308,51
pr41492_ftx,1.1808785084087627,51
const,16.106079445486042,52
Size_cm,1.0521495090882096,52
Ki67,1.1602338002458772,52
Age_at_surgery,1.0684169795836895,52
CNA_Subtype_Chr8p21_del,1.5214572951025027,52
CNA_Subtype_Chr9p23_amp,1.5578024751636792,52
CNA_Subtype_Chr12p13_amp,1.6026810189456624,52
CNA_Subtype_Chr13q34_amp,1.4306017908637174,52
CNA_Subtype_Chr20q13_amp,1.4231958435372498,52
CNA_Subtype_Low_CIN,2.015347021882792,52
pr3004_huwe1,1.113157644371655,52
pr9001_cald1,1.1430524984208164,52
pr12191_tank,1.1306540120480046,52
pr19936_tpm4,1.087841631608276,52
pr41492_ftx,1.1477323113382292,52
const,16.943568130720504,53
Size_cm,1.0436697521398013,53
Ki67,1.134497707351958,53
Age_at_surgery,1.0703604216130085,53
CNA_Subtype_Chr8p21_del,1.778176264769228,53
CNA_Subtype_Chr9p23_amp,1.6279751460376413,53
CNA_Subtype_Chr12p13_amp,1.721194164464478,53
CNA_Subtype_Chr13q34_amp,1.412007851301576,53
CNA_Subtype_Chr20q13_amp,1.3834892670948538,53
CNA_Subtype_Low_CIN,2.295353729994057,53
pr3004_huwe1,1.0954283769117923,53
pr9001_cald1,1.073058293536285,53
pr12191_tank,1.1281113020105418,53
pr19936_tpm4,1.1499615356770037,53
pr41492_ftx,1.1463125312255482,53
const,16.53547744127525,54
Size_cm,1.0445728082374193,54
Ki67,1.086435781828236,54
Age_at_surgery,1.066254693049821,54
CNA_Subtype_Chr8p21_del,1.6482604560812095,54
CNA_Subtype_Chr9p23_amp,1.519234532566483,54
CNA_Subtype_Chr12p13_amp,1.6047775598434522,54
CNA_Subtype_Chr13q34_amp,1.3396581769658324,54
CNA_Subtype_Chr20q13_amp,1.429701923097498,54
CNA_Subtype_Low_CIN,2.081145389524859,54
pr3004_huwe1,1.0980351843819218,54
pr9001_cald1,1.1098531938216758,54
pr12191_tank,1.0673580680418122,54
pr19936_tpm4,1.1038099609457863,54
pr41492_ftx,1.1094550801114746,54
const,15.818692994388387,55
Size_cm,1.0607605979156465,55
Ki67,1.15658081782199,55
Age_at_surgery,1.0654073023748674,55
CNA_Subtype_Chr8p21_del,1.65390186757672,55
CNA_Subtype_Chr9p23_amp,1.5009852767979344,55
CNA_Subtype_Chr12p13_amp,1.6273389357529386,55
CNA_Subtype_Chr13q34_amp,1.4464483408033462,55
CNA_Subtype_Chr20q13_amp,1.474012313880913,55
CNA_Subtype_Low_CIN,2.129302401546836,55
pr3004_huwe1,1.1369752100513812,55
pr9001_cald1,1.140936914243109,55
pr12191_tank,1.0523121129807538,55
pr19936_tpm4,1.1118861957711752,55
pr41492_ftx,1.1534568953714717,55
const,16.01152654267378,56
Size_cm,1.0654333324912242,56
Ki67,1.1543960338629249,56
Age_at_surgery,1.0863052964491011,56
CNA_Subtype_Chr8p21_del,1.6223679569246374,56
CNA_Subtype_Chr9p23_amp,1.6245847949361545,56
CNA_Subtype_Chr12p13_amp,1.412694202864656,56
CNA_Subtype_Chr13q34_amp,1.384484665404598,56
CNA_Subtype_Chr20q13_amp,1.5025571087843834,56
CNA_Subtype_Low_CIN,2.095255311539763,56
pr3004_huwe1,1.1376946265985608,56
pr9001_cald1,1.105976425693448,56
pr12191_tank,1.100661564217799,56
pr19936_tpm4,1.1031545928670063,56
pr41492_ftx,1.200518666370922,56
const,16.19001198557423,57
Size_cm,1.055733876345197,57
Ki67,1.127153562721409,57
Age_at_surgery,1.0973940906944006,57
CNA_Subtype_Chr8p21_del,1.7260648082798036,57
CNA_Subtype_Chr9p23_amp,1.6345700178107676,57
CNA_Subtype_Chr12p13_amp,1.691159566393001,57
CNA_Subtype_Chr13q34_amp,1.4279361923066902,57
CNA_Subtype_Chr20q13_amp,1.4076446643404463,57
CNA_Subtype_Low_CIN,2.258972518239837,57
pr3004_huwe1,1.1372453928507984,57
pr9001_cald1,1.116109091407114,57
pr12191_tank,1.0940574259317013,57
pr19936_tpm4,1.072743591458318,57
pr41492_ftx,1.1155123086705885,57
const,16.30177518490951,58
Size_cm,1.0523897134705988,58
Ki67,1.14606252988818,58
Age_at_surgery,1.069846689591984,58
CNA_Subtype_Chr8p21_del,1.5388108758873844,58
CNA_Subtype_Chr9p23_amp,1.5390039749641855,58
CNA_Subtype_Chr12p13_amp,1.601084389806742,58
CNA_Subtype_Chr13q34_amp,1.2459466759623072,58
CNA_Subtype_Chr20q13_amp,1.3670156010913406,58
CNA_Subtype_Low_CIN,2.0118920353025613,58
pr3004_huwe1,1.0987446435432484,58
pr9001_cald1,1.0987582284346724,58
pr12191_tank,1.1636522724568226,58
pr19936_tpm4,1.1110941627568431,58
pr41492_ftx,1.18696336595775,58
const,16.32442605015632,59
Size_cm,1.0680726788940689,59
Ki67,1.151834172724974,59
Age_at_surgery,1.101616106752876,59
CNA_Subtype_Chr8p21_del,1.5571646052498316,59
CNA_Subtype_Chr9p23_amp,1.5872058097583897,59
CNA_Subtype_Chr12p13_amp,1.554183827943708,59
CNA_Subtype_Chr13q34_amp,1.283700994444776,59
CNA_Subtype_Chr20q13_amp,1.4314017450044394,59
CNA_Subtype_Low_CIN,2.070086855516514,59
pr3004_huwe1,1.1403638058737362,59
pr9001_cald1,1.1300528517292028,59
pr12191_tank,1.0692013610886284,59
pr19936_tpm4,1.0824798135523133,59
pr41492_ftx,1.152821047314038,59
const,16.824772071062917,60
Size_cm,1.05091471488182,60
Ki67,1.185574137866196,60
Age_at_surgery,1.1309867450691709,60
CNA_Subtype_Chr8p21_del,1.532603755305698,60
CNA_Subtype_Chr9p23_amp,1.5549463576753169,60
CNA_Subtype_Chr12p13_amp,1.6422424583630593,60
CNA_Subtype_Chr13q34_amp,1.3598366219782774,60
CNA_Subtype_Chr20q13_amp,1.382369848388446,60
CNA_Subtype_Low_CIN,2.050382521909676,60
pr3004_huwe1,1.1323819438828135,60
pr9001_cald1,1.094925404822116,60
pr12191_tank,1.1077648577860026,60
pr19936_tpm4,1.1182712831967685,60
pr41492_ftx,1.1648248144493014,60
const,15.549364466658554,61
Size_cm,1.0484198892813228,61
Ki67,1.155971895076597,61
Age_at_surgery,1.0462151629026093,61
CNA_Subtype_Chr8p21_del,1.55911713445501,61
CNA_Subtype_Chr9p23_amp,1.5565987478126626,61
CNA_Subtype_Chr12p13_amp,1.5177085327286688,61
CNA_Subtype_Chr13q34_amp,1.3877532248043858,61
CNA_Subtype_Chr20q13_amp,1.4167029968715803,61
CNA_Subtype_Low_CIN,2.012441622958132,61
pr3004_huwe1,1.112837834846227,61
pr9001_cald1,1.0864184024603714,61
pr12191_tank,1.0776092671903217,61
pr19936_tpm4,1.0999412722047333,61
pr41492_ftx,1.1469260597318387,61
const,16.190810061379604,62
Size_cm,1.0343098022565806,62
Ki67,1.1362516167196373,62
Age_at_surgery,1.0622952339581138,62
CNA_Subtype_Chr8p21_del,1.5863564890788977,62
CNA_Subtype_Chr9p23_amp,1.5696598111339244,62
CNA_Subtype_Chr12p13_amp,1.5778612280033073,62
CNA_Subtype_Chr13q34_amp,1.316359515036424,62
CNA_Subtype_Chr20q13_amp,1.4186363963575686,62
CNA_Subtype_Low_CIN,2.0909853936761404,62
pr3004_huwe1,1.105015751509732,62
pr9001_cald1,1.0731550637225746,62
pr12191_tank,1.0674030118302895,62
pr19936_tpm4,1.078340342318637,62
pr41492_ftx,1.150183041432999,62
const,15.15520230424752,63
Size_cm,1.063804436383855,63
Ki67,1.1524207725219424,63
Age_at_surgery,1.062869338838074,63
CNA_Subtype_Chr8p21_del,1.6423449757785114,63
CNA_Subtype_Chr9p23_amp,1.4906457603791836,63
CNA_Subtype_Chr12p13_amp,1.688056498355044,63
CNA_Subtype_Chr13q34_amp,1.2870621125201445,63
CNA_Subtype_Chr20q13_amp,1.3640208693564686,63
CNA_Subtype_Low_CIN,2.0774620993044017,63
pr3004_huwe1,1.130154850219064,63
pr9001_cald1,1.1204255535192031,63
pr12191_tank,1.1397193276220905,63
pr19936_tpm4,1.0858967272662885,63
pr41492_ftx,1.1781436524029003,63
const,14.791821227940709,64
Size_cm,1.0525833706898504,64
Ki67,1.1216607620684254,64
Age_at_surgery,1.0491362473885806,64
CNA_Subtype_Chr8p21_del,1.5945380279579122,64
CNA_Subtype_Chr9p23_amp,1.5068146957158832,64
CNA_Subtype_Chr12p13_amp,1.538186942531474,64
CNA_Subtype_Chr13q34_amp,1.316701806801448,64
CNA_Subtype_Chr20q13_amp,1.3808191192874952,64
CNA_Subtype_Low_CIN,2.023399448356197,64
pr3004_huwe1,1.1078542162879574,64
pr9001_cald1,1.1239876209185056,64
pr12191_tank,1.0698014032029604,64
pr19936_tpm4,1.0532228524660314,64
pr41492_ftx,1.1722930584863578,64
const,16.852804146312195,65
Size_cm,1.0382764100476505,65
Ki67,1.1385972688167552,65
Age_at_surgery,1.0445463098474546,65
CNA_Subtype_Chr8p21_del,1.5531671115454384,65
CNA_Subtype_Chr9p23_amp,1.573038639433546,65
CNA_Subtype_Chr12p13_amp,1.601698749045095,65
CNA_Subtype_Chr13q34_amp,1.43291133526029,65
CNA_Subtype_Chr20q13_amp,1.4679205282678176,65
CNA_Subtype_Low_CIN,2.093304809458415,65
pr3004_huwe1,1.109764784674563,65
pr9001_cald1,1.11554379508308,65
pr12191_tank,1.1077990262339448,65
pr19936_tpm4,1.0748686635143296,65
pr41492_ftx,1.1479825943818525,65
const,16.435667994021294,66
Size_cm,1.0519620895009434,66
Ki67,1.1405018586499485,66
Age_at_surgery,1.0346195312400728,66
CNA_Subtype_Chr8p21_del,1.5594149030331574,66
CNA_Subtype_Chr9p23_amp,1.5708498326884854,66
CNA_Subtype_Chr12p13_amp,1.587706137946817,66
CNA_Subtype_Chr13q34_amp,1.3162968529501409,66
CNA_Subtype_Chr20q13_amp,1.3757345136562655,66
CNA_Subtype_Low_CIN,2.048095673815297,66
pr3004_huwe1,1.0794750811538452,66
pr9001_cald1,1.1088173525081095,66
pr12191_tank,1.0543572858176924,66
pr19936_tpm4,1.0775979759574246,66
pr41492_ftx,1.0952607461580772,66
const,16.67683018590032,67
Size_cm,1.0407999139418211,67
Ki67,1.178360153740699,67
Age_at_surgery,1.0334804282148031,67
CNA_Subtype_Chr8p21_del,1.72964523279757,67
CNA_Subtype_Chr9p23_amp,1.716437578158393,67
CNA_Subtype_Chr12p13_amp,1.7695906141063735,67
CNA_Subtype_Chr13q34_amp,1.5820305409460724,67
CNA_Subtype_Chr20q13_amp,1.4898939818036363,67
CNA_Subtype_Low_CIN,2.359377465102204,67
pr3004_huwe1,1.0837148931154,67
